Year,Season,Location,Crop_Type,Temperature_C,Rainfall_mm,Humidity_pct,Soil_Type,Soil_Moisture_pct,Irrigation_mm,N_Fertilizer,P_Fertilizer,K_Fertilizer,Yield_kg_per_ha
2024,Kharif,Region_South,Wheat,40.3,471.93,100.0,Loam,41.99,102.72,80.61,32.11,43.41,1261.21
2014,Rabi,Region_South,Soybean,29.82,1343.71,73.22,Sandy,38.52,111.29,158.3,11.28,31.82,76.95
2015,Zaid,Region_North,Wheat,31.64,342.33,45.81,Sandy,28.09,505.62,114.31,23.55,11.2,933.71
2012,Kharif,Region_North,Rice,31.22,1341.09,100.0,Sandy,58.38,482.65,88.45,26.07,7.63,1023.32
2014,Zaid,Region_East,Soybean,25.63,768.34,68.65,Silt,54.8,158.65,125.3,64.52,22.81,108.79
2016,Zaid,Region_East,Wheat,29.74,440.69,25.79,Loam,26.47,241.88,108.05,31.91,15.71,1163.25
2014,Rabi,Region_East,Wheat,26.1,1096.04,91.82,Clay,47.66,616.19,124.42,49.63,46.94,507.53
2014,Kharif,Region_East,Maize,22.87,988.85,35.34,Sandy,51.94,432.03,132.78,9.99,48.7,667.59
2014,Zaid,Region_Central,Maize,30.51,420.13,74.33,Clay,21.31,292.6,87.35,66.01,43.44,1984.48
2019,Rabi,Region_Central,Soybean,32.72,792.43,82.64,Sandy,49.62,471.38,96.96,44.71,47.53,76.5
2019,Kharif,Region_North,Maize,29.23,1212.67,80.22,Loam,46.61,227.63,90.62,12.96,8.59,787.68
2012,Kharif,Region_South,Rice,35.17,677.03,93.34,Silt,49.35,323.66,91.8,29.63,50.16,1861.49
2010,Zaid,Region_South,Wheat,34.83,1303.92,85.26,Sandy,69.8,253.51,94.88,24.5,53.33,185.64
2014,Kharif,Region_West,Wheat,28.46,576.57,97.85,Sandy,84.42,406.14,108.39,44.63,45.48,363.04
2023,Zaid,Region_Central,Wheat,31.22,313.39,68.61,Clay,58.54,405.32,95.69,32.85,38.04,1451.76
2018,Kharif,Region_East,Soybean,30.83,813.56,63.8,Silt,43.91,333.47,126.4,34.04,25.15,134.02
2023,Rabi,Region_East,Soybean,12.74,361.81,64.8,Loam,49.57,375.61,107.45,23.26,46.77,410.65
2010,Zaid,Region_West,Maize,36.73,837.47,90.6,Sandy,46.51,470.51,91.74,15.44,32.35,926.71
2012,Zaid,Region_South,Wheat,31.41,801.54,60.41,Loam,75.28,369.94,42.98,56.41,58.46,142.54
2022,Kharif,Region_East,Wheat,34.91,572.32,82.71,Silt,42.06,333.83,83.88,59.93,45.55,833.15
2022,Kharif,Region_South,Wheat,31.94,1363.6,57.1,Clay,33.79,364.01,105.42,26.68,36.64,310.45
2013,Zaid,Region_West,Wheat,31.19,798.81,57.37,Silt,48.23,481.84,158.3,49.98,33.15,338.42
2023,Kharif,Region_South,Wheat,30.99,1059.31,87.76,Silt,71.32,161.38,117.2,22.14,36.83,247.3
2010,Rabi,Region_South,Rice,24.0,1078.62,76.55,Silt,25.47,362.37,59.47,55.7,36.92,907.7
2010,Kharif,Region_South,Wheat,37.38,1328.3,37.61,Silt,29.92,16.95,123.92,37.29,38.44,261.74
2017,Rabi,Region_East,Rice,23.31,437.17,57.19,Loam,29.09,257.57,101.9,25.21,14.16,1316.2
2025,Rabi,Region_North,Wheat,24.44,272.76,31.44,Loam,22.04,582.75,142.84,19.56,44.77,1500.84
2011,Rabi,Region_Central,Soybean,16.69,1317.21,64.37,Clay,25.73,181.44,61.5,61.83,43.41,140.05
2021,Rabi,Region_South,Soybean,22.76,974.34,65.9,Sandy,54.11,55.28,168.45,12.18,16.43,84.62
2024,Rabi,Region_South,Rice,30.27,837.89,62.89,Sandy,43.3,158.14,137.88,38.43,44.6,2396.62
2017,Kharif,Region_South,Wheat,32.14,760.01,88.1,Silt,20.59,406.88,111.65,1.62,39.77,246.53
2016,Rabi,Region_North,Soybean,17.59,706.81,76.2,Silt,50.29,280.28,58.25,20.72,23.4,163.52
2019,Kharif,Region_West,Soybean,25.13,1058.35,100.0,Loam,45.18,149.05,61.56,14.58,52.13,207.64
2019,Rabi,Region_East,Wheat,19.29,366.87,78.01,Sandy,54.27,481.17,147.42,0.0,66.78,1427.12
2011,Zaid,Region_North,Wheat,37.0,943.2,78.29,Clay,30.94,364.09,152.13,29.3,28.55,234.6
2015,Rabi,Region_South,Soybean,27.38,1109.39,74.08,Silt,21.59,126.51,161.66,33.33,42.1,68.64
2015,Zaid,Region_North,Wheat,14.73,1022.98,65.96,Loam,50.2,266.75,186.69,16.56,64.98,285.98
2012,Rabi,Region_North,Maize,22.59,778.58,60.26,Silt,52.38,619.9,149.97,27.79,0.0,1115.17
2020,Rabi,Region_North,Wheat,23.74,799.2,66.48,Silt,23.43,253.56,136.3,35.35,77.86,741.57
2011,Rabi,Region_West,Soybean,18.19,1185.71,67.16,Loam,43.57,45.89,215.54,2.11,41.61,92.39
2021,Zaid,Region_Central,Soybean,30.05,974.58,68.59,Sandy,30.76,370.51,98.18,40.64,55.15,82.97
2010,Zaid,Region_East,Rice,38.65,1326.55,79.54,Sandy,54.57,357.39,115.97,52.06,5.96,1364.43
2015,Rabi,Region_West,Maize,25.04,277.19,74.5,Silt,49.93,499.9,58.35,45.88,12.7,1454.83
2021,Kharif,Region_West,Soybean,27.5,1072.01,62.25,Sandy,58.28,241.23,144.98,46.28,20.7,97.9
2014,Rabi,Region_Central,Maize,22.06,556.62,58.93,Loam,27.38,366.25,111.86,36.93,18.87,2104.64
2023,Zaid,Region_West,Wheat,30.86,778.13,73.36,Sandy,29.65,336.98,95.19,46.98,0.0,277.92
2023,Rabi,Region_North,Soybean,24.41,1212.8,56.1,Silt,34.44,299.05,96.02,61.35,16.18,95.29
2020,Zaid,Region_North,Rice,24.85,499.29,63.6,Silt,32.05,348.55,88.2,90.28,23.38,1494.56
2018,Zaid,Region_South,Soybean,28.65,1434.68,62.03,Loam,45.53,390.3,113.24,19.31,11.33,125.44
2010,Zaid,Region_West,Rice,37.18,1131.7,100.0,Silt,23.84,382.55,62.33,23.41,69.77,858.74
2025,Rabi,Region_South,Maize,22.64,973.76,50.89,Sandy,62.82,437.7,65.93,20.58,52.75,380.69
2024,Zaid,Region_East,Rice,27.75,520.39,58.11,Loam,66.16,0.0,75.71,65.49,25.29,932.09
2024,Zaid,Region_North,Wheat,27.96,746.08,61.67,Silt,56.64,75.67,95.2,71.09,51.61,1364.28
2016,Rabi,Region_East,Wheat,26.6,692.49,63.22,Loam,47.5,332.0,101.44,55.23,46.71,1409.83
2024,Zaid,Region_Central,Wheat,29.41,430.31,85.0,Loam,38.15,317.38,38.05,13.43,5.54,838.87
2014,Rabi,Region_North,Soybean,25.55,1128.13,66.18,Sandy,42.83,147.49,99.39,33.97,48.6,95.02
2014,Zaid,Region_East,Wheat,28.87,678.69,50.14,Sandy,28.66,249.77,86.35,46.98,31.66,739.65
2023,Kharif,Region_Central,Wheat,24.35,747.34,91.46,Clay,42.36,176.03,151.31,46.83,53.81,766.93
2011,Kharif,Region_East,Soybean,31.22,762.49,73.95,Loam,45.03,388.15,84.0,78.73,18.36,152.71
2020,Zaid,Region_Central,Maize,31.51,735.75,76.31,Sandy,27.62,166.26,160.16,61.24,50.88,2580.7
2012,Kharif,Region_Central,Wheat,33.43,959.14,79.76,Silt,64.32,332.2,189.68,60.28,61.03,157.91
2016,Rabi,Region_North,Wheat,27.42,613.2,51.52,Clay,38.74,453.76,166.67,31.57,47.97,559.06
2015,Kharif,Region_South,Soybean,28.21,1105.5,69.9,Clay,24.57,169.36,80.73,48.32,4.16,104.79
2025,Zaid,Region_Central,Maize,33.74,621.22,82.32,Silt,36.92,98.92,140.78,7.13,89.17,2940.44
2021,Zaid,Region_Central,Maize,30.06,791.44,60.4,Sandy,30.96,185.81,81.42,41.67,51.9,1533.35
2011,Rabi,Region_North,Maize,26.17,408.02,74.6,Loam,27.4,169.5,86.98,43.55,35.22,1693.72
2015,Zaid,Region_South,Soybean,33.17,1121.5,78.15,Clay,63.57,306.05,89.66,14.96,52.47,78.39
2011,Rabi,Region_West,Rice,19.88,1197.75,48.1,Silt,40.15,44.8,125.45,34.02,82.24,1775.33
2011,Kharif,Region_West,Rice,26.46,1014.76,54.51,Silt,55.45,540.91,85.04,69.37,11.73,1608.29
2011,Kharif,Region_South,Wheat,31.34,851.12,35.73,Silt,46.17,111.56,121.55,39.24,61.86,858.61
2023,Rabi,Region_East,Wheat,28.81,789.16,73.4,Silt,47.15,97.62,170.5,52.48,36.67,1608.57
2024,Rabi,Region_North,Wheat,27.51,331.33,98.27,Clay,39.79,309.21,75.93,87.79,33.65,1987.99
2020,Zaid,Region_South,Rice,27.28,393.58,59.62,Loam,33.52,281.55,55.67,30.9,34.85,1029.26
2012,Kharif,Region_West,Soybean,25.81,1025.15,67.11,Sandy,59.5,505.69,94.39,57.01,0.0,77.85
2024,Rabi,Region_Central,Wheat,19.55,745.77,85.2,Silt,49.81,258.93,177.12,36.28,49.61,817.27
2011,Kharif,Region_West,Soybean,27.02,392.23,73.99,Silt,37.29,257.25,147.54,62.13,0.0,471.89
2013,Rabi,Region_Central,Wheat,13.92,378.4,55.39,Loam,54.92,397.15,85.82,39.13,29.55,2406.43
2018,Kharif,Region_North,Soybean,33.95,990.47,92.89,Loam,62.65,442.12,78.18,61.12,29.94,104.41
2015,Zaid,Region_Central,Soybean,29.72,1062.19,72.96,Sandy,45.49,8.28,132.95,67.47,32.35,87.37
2010,Kharif,Region_South,Rice,32.31,339.82,66.52,Clay,63.27,309.82,123.9,35.93,0.0,1598.11
2017,Kharif,Region_Central,Soybean,28.42,845.62,67.76,Loam,32.84,623.26,144.91,61.08,57.81,111.47
2024,Kharif,Region_East,Maize,29.89,916.37,78.86,Clay,26.51,206.5,73.79,5.64,3.19,1346.81
2021,Kharif,Region_South,Rice,26.57,624.9,60.8,Clay,34.86,322.53,116.65,42.58,21.47,2137.92
2023,Kharif,Region_North,Wheat,29.86,1171.92,93.57,Silt,40.62,452.96,155.84,66.17,29.1,217.41
2016,Zaid,Region_South,Rice,27.64,696.57,88.88,Clay,63.33,372.94,165.15,87.61,33.71,1567.36
2019,Rabi,Region_East,Maize,22.9,284.94,70.13,Silt,34.29,142.38,70.45,14.75,47.62,1074.8
2012,Kharif,Region_North,Maize,37.29,741.61,70.92,Silt,45.76,289.89,116.59,17.44,40.39,2851.11
2010,Zaid,Region_West,Soybean,34.6,1210.39,57.31,Sandy,56.51,114.02,108.56,29.51,78.62,83.87
2014,Kharif,Region_East,Maize,31.46,696.36,60.44,Clay,47.01,139.67,86.53,43.29,46.96,2524.02
2022,Kharif,Region_North,Maize,23.4,485.94,52.97,Loam,32.6,466.33,90.58,27.04,45.51,2452.12
2013,Rabi,Region_Central,Maize,25.84,988.46,66.94,Loam,20.82,428.43,142.68,57.86,28.48,907.85
2019,Kharif,Region_South,Maize,33.32,877.52,70.94,Loam,58.28,567.89,89.36,34.36,46.06,818.01
2017,Zaid,Region_North,Wheat,33.34,799.12,46.15,Sandy,24.21,438.57,115.07,25.75,30.23,236.35
2010,Zaid,Region_South,Wheat,33.07,943.14,80.33,Silt,34.32,278.7,139.47,19.14,30.41,327.18
2019,Rabi,Region_Central,Rice,22.3,592.49,56.94,Silt,40.51,147.87,190.1,41.1,103.41,1495.69
2010,Kharif,Region_North,Soybean,33.25,619.99,76.18,Loam,58.95,509.59,131.97,49.2,70.86,119.41
2021,Zaid,Region_West,Wheat,38.99,1018.26,82.11,Silt,54.97,393.88,148.83,58.15,22.62,311.19
2013,Kharif,Region_East,Maize,31.65,510.08,89.61,Silt,42.23,419.97,130.52,32.29,52.98,2700.25
2017,Kharif,Region_North,Soybean,25.14,1284.47,86.46,Sandy,58.19,385.99,111.78,49.47,45.4,85.43
2014,Kharif,Region_Central,Wheat,25.52,1168.81,94.85,Clay,61.49,477.95,111.06,71.51,26.75,224.31
2011,Rabi,Region_North,Rice,26.63,456.77,82.23,Clay,32.85,71.44,115.35,64.59,81.69,848.67
2015,Kharif,Region_South,Maize,25.18,1242.74,72.52,Sandy,34.1,117.92,34.42,31.64,35.99,587.28
2014,Zaid,Region_North,Soybean,33.01,845.66,62.91,Sandy,51.24,169.23,106.92,53.6,67.7,92.49
2011,Kharif,Region_West,Wheat,28.27,1215.44,68.21,Silt,65.45,354.62,137.53,36.36,26.83,233.39
2022,Zaid,Region_North,Soybean,26.64,840.03,94.44,Sandy,29.58,231.41,90.52,31.25,62.0,51.41
2023,Kharif,Region_East,Wheat,34.16,746.84,67.03,Silt,12.37,469.23,178.11,21.4,66.72,174.92
2020,Zaid,Region_North,Rice,35.53,715.56,69.92,Clay,49.74,297.5,125.01,75.47,20.6,2062.03
2020,Zaid,Region_South,Maize,25.22,65.12,92.14,Sandy,60.47,647.81,114.75,25.91,33.43,1870.79
2025,Kharif,Region_North,Rice,32.41,1078.13,66.5,Silt,41.94,557.05,153.43,36.85,38.27,2826.28
2020,Kharif,Region_West,Maize,31.68,587.87,58.08,Clay,79.51,320.87,142.56,1.89,72.69,2356.93
2012,Zaid,Region_Central,Maize,36.19,1087.95,87.0,Clay,27.44,96.27,165.31,62.0,71.06,1649.89
2024,Rabi,Region_North,Soybean,23.83,1302.19,57.59,Loam,28.87,403.35,173.1,39.34,32.08,103.15
2018,Kharif,Region_North,Wheat,37.13,626.73,76.06,Clay,28.66,133.01,178.61,63.76,32.33,744.41
2016,Rabi,Region_East,Rice,22.37,609.01,73.43,Sandy,41.31,153.82,138.27,47.06,44.9,1599.55
2016,Kharif,Region_West,Rice,28.64,1102.34,74.74,Sandy,41.65,240.9,78.52,42.69,8.57,1847.12
2025,Kharif,Region_Central,Rice,25.13,659.74,33.7,Silt,28.45,238.06,110.47,56.8,65.44,1755.7
2024,Kharif,Region_South,Soybean,25.33,1195.17,81.71,Sandy,56.85,382.89,185.56,39.78,22.74,97.35
2020,Kharif,Region_North,Soybean,24.88,592.64,69.11,Clay,44.02,349.11,130.38,3.21,41.95,123.19
2015,Rabi,Region_Central,Soybean,24.09,1231.46,79.24,Silt,24.48,148.62,102.63,45.3,68.03,83.42
2025,Kharif,Region_South,Maize,28.65,708.28,77.51,Clay,49.21,255.64,98.2,62.24,48.91,2365.23
2017,Zaid,Region_West,Rice,33.65,899.07,74.74,Loam,33.69,96.03,76.9,22.74,32.05,1672.58
2013,Zaid,Region_West,Maize,25.95,1094.68,64.04,Silt,41.52,360.28,156.77,0.0,19.55,865.44
2017,Rabi,Region_Central,Rice,18.72,953.45,64.21,Loam,53.31,20.97,101.93,25.62,38.9,1928.67
2013,Kharif,Region_South,Rice,25.64,1121.2,69.19,Silt,54.99,264.79,80.69,46.58,34.21,2029.71
2017,Zaid,Region_West,Wheat,42.85,363.2,72.57,Sandy,53.75,203.1,85.2,16.45,92.49,1420.49
2018,Rabi,Region_Central,Rice,22.17,677.84,63.64,Clay,40.75,381.82,15.63,37.69,23.89,898.01
2012,Kharif,Region_West,Soybean,29.67,818.97,84.14,Silt,25.38,178.66,148.24,48.19,29.36,91.21
2025,Zaid,Region_West,Soybean,31.61,570.34,65.08,Sandy,35.22,172.5,110.5,22.46,19.95,262.45
2012,Zaid,Region_West,Soybean,39.76,1091.24,55.3,Sandy,40.35,359.46,70.85,65.83,34.82,77.91
2020,Rabi,Region_East,Wheat,14.93,646.33,78.93,Sandy,63.19,367.44,175.49,53.56,50.44,488.78
2022,Kharif,Region_South,Wheat,29.7,570.96,98.22,Loam,32.11,143.04,121.86,19.89,21.07,1328.16
2025,Kharif,Region_Central,Maize,21.89,1082.14,52.49,Sandy,43.03,388.31,30.34,53.92,47.06,366.85
2011,Zaid,Region_Central,Rice,20.1,486.36,68.12,Silt,21.51,668.51,148.87,23.48,15.75,1897.16
2022,Zaid,Region_South,Rice,28.33,500.98,85.96,Loam,45.11,229.27,79.57,29.7,58.65,1347.96
2019,Zaid,Region_South,Soybean,34.06,952.48,78.55,Clay,39.32,115.73,143.82,40.85,30.86,92.51
2012,Kharif,Region_South,Soybean,26.01,1203.15,79.32,Sandy,38.06,308.32,140.2,56.48,33.46,97.29
2012,Rabi,Region_South,Soybean,24.98,848.5,70.46,Silt,52.7,92.74,125.49,39.12,68.14,92.9
2014,Rabi,Region_North,Soybean,23.53,315.25,30.13,Silt,29.71,261.19,69.93,48.27,31.27,307.35
2014,Kharif,Region_Central,Soybean,29.3,1005.48,73.87,Loam,61.01,224.24,70.69,68.67,47.94,107.95
2011,Rabi,Region_North,Soybean,29.32,622.22,75.6,Clay,28.61,403.84,118.04,45.23,54.12,79.46
2021,Zaid,Region_West,Rice,29.02,1136.23,86.89,Loam,60.49,36.55,82.34,27.38,66.02,1716.16
2019,Rabi,Region_West,Wheat,24.9,686.1,58.74,Sandy,16.06,63.17,168.77,53.95,46.57,1258.49
2022,Rabi,Region_Central,Soybean,13.98,1143.18,95.24,Clay,44.59,357.26,115.94,29.07,33.66,74.18
2015,Rabi,Region_West,Rice,23.49,674.66,65.34,Clay,49.15,381.37,79.81,34.25,29.56,1196.66
2014,Zaid,Region_South,Soybean,30.71,593.38,62.76,Clay,34.6,0.0,159.94,51.27,46.3,439.61
2015,Kharif,Region_North,Maize,24.09,224.73,59.19,Loam,44.17,528.12,43.57,51.72,24.82,2069.9
2010,Zaid,Region_South,Maize,33.99,602.12,85.69,Silt,34.55,431.35,114.73,36.38,50.8,1713.14
2014,Kharif,Region_West,Rice,26.31,853.18,53.56,Loam,46.72,199.27,142.25,33.74,44.02,3214.25
2018,Kharif,Region_North,Wheat,38.66,830.13,79.48,Silt,43.76,314.33,78.84,76.54,16.66,314.85
2021,Kharif,Region_South,Maize,17.83,983.49,57.89,Loam,73.25,4.37,102.7,0.0,15.43,2404.51
2019,Rabi,Region_Central,Maize,24.24,1173.24,69.34,Silt,19.32,405.63,93.02,47.3,41.65,368.84
2023,Rabi,Region_South,Wheat,23.21,808.6,47.13,Silt,43.01,173.06,75.02,40.34,34.26,950.68
2011,Kharif,Region_West,Maize,28.6,820.32,81.78,Clay,33.69,246.61,123.06,31.56,56.31,2462.45
2010,Kharif,Region_North,Soybean,27.35,1133.87,67.75,Silt,41.87,283.52,154.04,45.76,21.65,123.66
2023,Rabi,Region_Central,Wheat,23.34,869.3,78.36,Sandy,37.96,481.24,200.15,20.5,54.63,173.85
2019,Zaid,Region_North,Maize,37.31,523.05,67.32,Sandy,34.77,370.1,150.48,13.95,55.2,3142.81
2022,Kharif,Region_Central,Wheat,21.64,643.36,77.92,Silt,32.15,246.07,109.23,60.82,16.36,939.67
2020,Zaid,Region_North,Soybean,27.97,161.03,69.31,Silt,50.72,211.61,164.59,26.54,35.54,599.18
2018,Rabi,Region_West,Maize,17.75,518.98,81.11,Silt,34.4,333.82,74.83,37.55,67.33,1612.35
2019,Kharif,Region_Central,Rice,24.51,292.9,78.01,Silt,39.67,287.17,98.55,0.0,48.01,1623.18
2018,Zaid,Region_East,Maize,33.71,905.3,72.94,Clay,42.79,263.72,158.11,5.32,38.03,2425.44
2024,Zaid,Region_North,Maize,34.95,1163.46,56.5,Sandy,29.13,300.9,93.68,45.05,57.16,460.94
2018,Zaid,Region_North,Soybean,37.33,517.75,63.44,Clay,49.14,259.43,122.31,61.67,30.17,333.64
2015,Rabi,Region_South,Rice,26.03,528.91,58.42,Sandy,25.62,65.21,91.95,26.28,33.44,799.86
2024,Rabi,Region_Central,Rice,26.43,1082.94,91.43,Silt,47.4,291.37,111.37,72.64,43.37,1706.38
2017,Zaid,Region_East,Rice,24.94,664.73,81.71,Sandy,46.03,296.74,117.23,65.72,68.42,1570.46
2023,Zaid,Region_West,Soybean,39.42,877.02,70.57,Sandy,38.0,319.96,138.85,57.71,21.58,91.32
2020,Rabi,Region_South,Soybean,21.95,1022.94,61.57,Loam,23.58,149.49,126.63,61.68,49.41,81.95
2024,Zaid,Region_East,Soybean,37.16,587.58,58.15,Loam,40.1,180.02,148.6,66.29,32.01,382.53
2025,Zaid,Region_Central,Soybean,25.12,593.4,71.84,Silt,24.51,545.88,135.68,29.6,64.85,95.53
2022,Rabi,Region_East,Soybean,21.79,648.08,97.65,Clay,38.32,188.91,112.01,30.55,55.31,169.85
2010,Zaid,Region_North,Rice,36.72,333.93,70.09,Loam,51.83,376.38,95.63,53.93,38.47,1703.35
2019,Zaid,Region_North,Wheat,32.14,946.0,88.03,Silt,39.77,180.47,83.42,15.13,51.94,316.12
2013,Zaid,Region_South,Soybean,28.23,980.26,74.13,Clay,58.81,16.34,10.9,46.64,28.47,104.31
2010,Rabi,Region_Central,Wheat,29.55,823.91,78.44,Loam,44.43,284.42,115.4,49.18,27.33,704.32
2017,Zaid,Region_Central,Maize,26.14,1207.9,62.86,Sandy,51.6,391.92,74.28,53.98,90.47,363.21
2010,Rabi,Region_East,Maize,22.9,721.64,67.04,Loam,50.75,249.94,84.95,51.47,32.54,2005.15
2012,Rabi,Region_South,Soybean,26.2,985.28,57.54,Silt,61.11,0.57,107.98,14.25,43.56,72.85
2022,Kharif,Region_Central,Maize,40.48,945.75,74.57,Loam,20.42,0.0,99.16,5.89,32.15,2601.53
2013,Kharif,Region_North,Wheat,27.71,560.27,66.35,Loam,32.16,473.04,141.9,41.32,14.3,674.08
2024,Zaid,Region_East,Maize,30.62,1146.46,75.4,Clay,40.42,297.86,113.34,88.91,19.59,749.03
2024,Rabi,Region_West,Maize,20.78,838.45,55.22,Clay,52.01,391.07,185.07,20.78,46.77,1968.12
2024,Kharif,Region_North,Wheat,31.19,1092.38,76.84,Sandy,42.53,334.75,207.76,33.56,11.77,123.88
2017,Zaid,Region_South,Maize,34.94,409.72,72.53,Silt,39.9,127.44,107.76,45.96,25.77,2248.55
2015,Kharif,Region_Central,Soybean,35.47,832.93,72.05,Sandy,55.46,261.63,86.12,29.22,53.04,105.4
2023,Kharif,Region_North,Wheat,33.78,661.82,75.84,Sandy,34.93,45.45,49.47,53.11,44.53,636.53
2019,Rabi,Region_West,Wheat,20.51,544.56,66.44,Loam,34.24,441.87,193.11,54.22,31.75,834.16
2021,Rabi,Region_West,Rice,27.07,1222.85,100.0,Sandy,47.81,347.89,91.04,70.83,31.13,1110.11
2016,Kharif,Region_South,Rice,30.46,858.59,77.03,Clay,75.91,411.1,98.39,51.0,19.4,1542.0
2023,Kharif,Region_North,Wheat,33.73,356.91,71.58,Sandy,39.7,493.6,92.01,33.39,84.58,841.3
2017,Rabi,Region_East,Wheat,27.01,650.81,81.13,Silt,30.31,246.55,106.93,57.36,20.34,1539.84
2011,Zaid,Region_North,Rice,40.15,1081.72,62.18,Sandy,31.5,188.79,100.92,39.19,60.21,1693.56
2022,Rabi,Region_West,Soybean,21.23,544.14,61.68,Silt,34.51,284.12,153.07,32.46,0.0,205.88
2019,Kharif,Region_South,Maize,27.27,513.5,82.01,Silt,59.89,490.14,10.17,31.73,57.51,1074.24
2023,Zaid,Region_South,Maize,34.24,755.89,83.34,Sandy,34.51,65.06,112.49,30.12,59.55,1858.53
2020,Kharif,Region_East,Maize,35.91,940.79,87.88,Sandy,44.57,303.1,148.72,61.79,21.35,1960.8
2017,Zaid,Region_South,Wheat,32.29,581.52,48.62,Sandy,38.62,420.74,92.38,61.49,27.65,621.29
2012,Kharif,Region_South,Soybean,36.24,917.22,68.1,Silt,20.3,346.2,143.53,45.64,61.36,108.57
2016,Zaid,Region_South,Rice,35.45,810.46,74.94,Clay,35.08,460.97,123.58,31.09,17.17,1578.82
2012,Zaid,Region_South,Soybean,30.99,846.93,80.8,Loam,2.88,69.74,91.29,43.76,48.74,78.98
2024,Kharif,Region_South,Soybean,32.82,78.58,77.9,Sandy,42.63,463.09,47.51,25.3,26.46,1311.72
2016,Zaid,Region_West,Maize,29.83,804.77,57.23,Loam,47.34,206.37,136.26,38.15,58.01,2956.49
2023,Rabi,Region_North,Rice,24.19,724.79,77.72,Sandy,27.32,0.0,132.73,9.77,77.25,1251.19
2020,Kharif,Region_Central,Soybean,24.63,917.1,74.82,Silt,31.87,250.98,90.37,37.72,19.88,103.02
2024,Rabi,Region_South,Rice,22.66,603.86,74.78,Silt,19.89,174.16,150.4,57.43,51.78,1314.84
2021,Kharif,Region_Central,Wheat,35.0,688.72,53.55,Loam,6.76,275.39,100.6,29.35,59.57,615.9
2022,Zaid,Region_Central,Maize,35.84,959.93,55.98,Clay,17.41,72.01,161.38,60.58,0.11,2128.58
2011,Zaid,Region_West,Rice,35.1,1233.72,97.18,Silt,49.78,281.52,132.12,52.26,60.09,1869.22
2019,Zaid,Region_South,Wheat,33.44,402.63,84.79,Loam,35.29,213.76,179.2,48.72,47.01,1254.46
2015,Kharif,Region_Central,Wheat,30.8,953.94,69.06,Silt,43.14,598.19,134.52,28.75,52.82,391.36
2012,Rabi,Region_South,Wheat,16.66,1165.98,69.31,Sandy,70.61,326.07,121.12,21.8,3.49,391.85
2012,Rabi,Region_East,Soybean,21.97,1008.41,100.0,Loam,54.98,334.24,44.62,60.07,54.88,174.41
2024,Kharif,Region_East,Soybean,30.91,1145.76,70.68,Loam,48.09,265.78,122.15,16.48,36.34,147.45
2025,Kharif,Region_East,Maize,24.38,636.94,68.25,Sandy,32.73,487.13,110.43,32.19,17.22,1820.75
2018,Rabi,Region_Central,Maize,14.24,1171.03,58.1,Loam,63.39,372.79,184.61,44.93,54.02,697.64
2016,Rabi,Region_East,Wheat,28.64,582.66,66.5,Sandy,58.53,526.97,128.54,88.3,56.22,535.09
2014,Rabi,Region_West,Maize,23.25,816.54,44.76,Clay,53.4,458.14,151.3,54.35,38.46,1211.63
2021,Rabi,Region_West,Soybean,24.05,649.28,77.81,Sandy,39.93,242.22,176.16,26.76,47.26,127.47
2019,Kharif,Region_Central,Maize,32.78,661.34,88.89,Clay,26.13,409.44,173.58,39.65,36.77,2607.09
2016,Kharif,Region_South,Rice,25.09,283.59,89.06,Loam,62.76,422.12,116.52,35.33,12.49,1905.34
2018,Zaid,Region_North,Soybean,29.98,208.46,59.46,Sandy,53.06,441.71,205.16,46.56,37.11,369.67
2010,Rabi,Region_South,Wheat,30.52,1153.04,35.58,Loam,36.95,360.21,99.76,59.95,64.0,554.23
2016,Zaid,Region_South,Wheat,29.56,260.3,75.09,Clay,35.85,98.47,173.22,27.62,64.28,947.42
2015,Kharif,Region_South,Maize,28.67,875.13,89.78,Silt,21.68,295.62,90.14,43.9,23.49,1132.33
2019,Kharif,Region_South,Soybean,26.65,410.29,45.94,Silt,51.41,316.67,154.4,59.53,44.79,412.85
2023,Zaid,Region_North,Wheat,28.3,545.43,64.4,Silt,42.56,310.65,81.45,16.04,41.53,1414.28
2021,Rabi,Region_East,Wheat,28.53,1005.29,75.36,Silt,45.97,472.11,144.75,37.24,49.88,554.65
2018,Rabi,Region_South,Soybean,10.62,848.61,57.38,Silt,53.95,203.51,85.84,32.64,41.04,93.19
2010,Rabi,Region_West,Soybean,20.71,761.86,44.08,Clay,50.83,320.41,78.53,39.61,54.44,69.79
2022,Rabi,Region_Central,Wheat,24.13,1143.4,58.84,Silt,26.88,289.56,81.35,0.0,31.72,355.09
2013,Zaid,Region_Central,Maize,40.48,713.1,61.46,Silt,40.34,402.53,139.92,25.93,62.07,2349.24
2018,Zaid,Region_West,Maize,26.32,1168.99,41.71,Loam,46.19,571.52,139.78,0.0,29.38,552.2
2013,Kharif,Region_South,Maize,23.47,479.17,86.07,Sandy,47.32,393.38,139.61,18.68,43.85,3112.4
2019,Rabi,Region_North,Rice,18.7,443.06,93.31,Sandy,16.15,383.43,128.85,42.7,53.31,968.94
2012,Rabi,Region_East,Soybean,26.51,758.55,70.44,Sandy,24.91,147.03,100.64,48.2,44.35,88.41
2018,Rabi,Region_Central,Wheat,23.63,800.98,80.94,Sandy,49.86,68.46,91.14,32.12,0.0,1232.55
